ticket_id,customer_id,order_id,created_at,resolved_at,issue_type,priority,status,channel,customer_satisfaction_score,description
TKT00001344,CUST004194,ORD00001452,2024-05-21 09:08:13,2024-05-30 16:08:13,Wrong Product,Medium,Closed,Chat,4.0,Customer reported an issue related to product information.
TKT00001345,CUST004065,ORD00017664,2025-12-20 21:28:45,,Payment Issue,Critical,Open,Social Media,,Customer reported an issue related to damaged product.
TKT00001346,CUST004588,,2023-03-06 00:06:44,2023-03-13 13:06:44,Delivery Delay,Low,Resolved,Phone,1.0,Customer reported an issue related to missing item.
TKT00001347,CUST002162,ORD00002142,2024-01-25 10:36:53,,Refund Request,Low,Open,Social Media,,Customer reported an issue related to refund request.
TKT00001348,CUST001300,ORD00014986,2026-04-24 12:31:08,,Order Cancellation,Critical,In Progress,Chat,,Customer reported an issue related to wrong product.
TKT00001349,CUST003769,ORD00014567,2024-03-05 16:31:49,2024-03-10 09:31:49,Payment Issue,Critical,Resolved,Web Form,3.0,Customer reported an issue related to account access.
TKT00001350,CUST002923,ORD00020622,2025-01-23 14:52:23,,Damaged Product,Medium,Open,Social Media,,Customer reported an issue related to missing item.
TKT00001351,CUST004602,ORD00000513,2023-09-03 12:08:17,2023-09-12 19:08:17,Damaged Product,Low,Closed,Email,1.0,Customer reported an issue related to technical issue.
TKT00001352,CUST000644,ORD00027163,2025-02-27 08:11:58,,Wrong Product,Critical,Open,Phone,,Customer reported an issue related to damaged product.
TKT00001353,CUST002912,,2025-06-21 19:14:21,2025-07-01 06:14:21,Delivery Delay,Medium,Resolved,Phone,4.0,Customer reported an issue related to damaged product.
TKT00001354,CUST004297,ORD00003463,2023-09-27 01:32:30,,Refund Request,Critical,Open,Phone,,Customer reported an issue related to account access.
TKT00001355,CUST004051,,2023-10-20 03:01:40,,Damaged Product,High,Open,Web Form,,Customer reported an issue related to delivery delay.
TKT00001356,CUST004207,ORD00015313,2024-01-04 14:32:17,,Wrong Product,Critical,In Progress,Email,,Customer reported an issue related to order cancellation.
TKT00001357,CUST001338,ORD00028637,2023-11-05 14:37:25,,Order Cancellation,Critical,Open,Email,,Customer reported an issue related to missing item.
TKT00001358,CUST004038,ORD00012912,2024-10-24 06:08:55,2024-10-29 17:08:55,Product Information,Medium,Resolved,Chat,4.0,Customer reported an issue related to wrong product.
TKT00001359,CUST004646,,2025-04-01 09:53:30,,Damaged Product,Critical,In Progress,Social Media,,Customer reported an issue related to delivery delay.
TKT00001360,CUST000025,ORD00023555,2024-12-15 02:30:58,,Delivery Delay,Critical,Open,Phone,,Customer reported an issue related to delivery delay.
TKT00001361,CUST004650,ORD00013980,2023-10-07 14:18:14,2023-10-13 12:18:14,Wrong Product,Low,Closed,Web Form,5.0,Customer reported an issue related to refund request.
TKT00001362,CUST003969,,2023-12-03 04:21:21,,Order Cancellation,Medium,Open,Email,,Customer reported an issue related to product information.
TKT00001363,CUST001722,ORD00008006,2026-06-28 22:48:55,,Product Information,High,Open,Web Form,,Customer reported an issue related to refund request.
TKT00001364,CUST001917,ORD00014971,2026-04-23 04:20:14,,Wrong Product,Critical,In Progress,Email,,Customer reported an issue related to product information.
TKT00001365,CUST003680,ORD00006296,2023-10-16 22:04:10,2023-10-26 01:04:10,Payment Issue,Medium,Closed,Phone,5.0,Customer reported an issue related to refund request.
TKT00001366,CUST003814,ORD00020671,2026-03-25 10:04:18,,Product Information,High,In Progress,Phone,,Customer reported an issue related to payment issue.
TKT00001367,CUST002594,,2025-01-04 10:52:42,,Wrong Product,Low,Open,Social Media,,Customer reported an issue related to account access.
TKT00001368,CUST002122,ORD00021046,2026-03-21 13:36:27,2026-03-28 17:36:27,Damaged Product,High,Closed,Web Form,1.0,Customer reported an issue related to technical issue.
TKT00001369,CUST003371,,2026-04-29 05:39:19,,Delivery Delay,Low,In Progress,Chat,,Customer reported an issue related to wrong product.
TKT00001370,CUST001842,ORD00007062,2023-04-04 00:18:33,2023-04-13 09:18:33,Technical Issue,High,Closed,Phone,4.0,Customer reported an issue related to damaged product.
TKT00001371,CUST002834,ORD00009489,2024-08-05 09:30:55,,Missing Item,Critical,Open,Social Media,,Customer reported an issue related to missing item.
TKT00001372,CUST003819,ORD00027063,2023-02-13 12:49:03,2023-02-14 00:49:03,Delivery Delay,High,Resolved,Social Media,2.0,Customer reported an issue related to missing item.
TKT00001373,CUST004960,ORD00013066,2023-05-14 16:08:18,,Wrong Product,Low,Open,Chat,,Customer reported an issue related to order cancellation.
TKT00001374,CUST001366,,2026-01-17 07:54:36,2026-01-25 18:54:36,Account Access,Low,Resolved,Chat,2.0,Customer reported an issue related to damaged product.
TKT00001375,CUST000576,ORD00017413,2024-12-18 04:21:53,,Technical Issue,Critical,In Progress,Web Form,,Customer reported an issue related to payment issue.
TKT00001376,CUST002346,,2026-06-11 09:17:52,,Damaged Product,Medium,Open,Email,,Customer reported an issue related to missing item.
TKT00001377,CUST001640,ORD00010220,2024-08-21 16:10:58,,Missing Item,High,In Progress,Web Form,,Customer reported an issue related to refund request.
TKT00001378,CUST001446,ORD00014084,2025-07-28 22:51:16,,Product Information,Medium,In Progress,Chat,,Customer reported an issue related to product information.
TKT00001379,CUST001414,ORD00025289,2026-02-25 20:17:00,,Order Cancellation,High,In Progress,Web Form,,Customer reported an issue related to refund request.
TKT00001380,CUST002658,,2024-09-30 03:17:53,,Product Information,Low,In Progress,Email,,Customer reported an issue related to delivery delay.
TKT00001381,CUST003339,ORD00026430,2023-12-23 17:44:15,,Payment Issue,High,In Progress,Email,,Customer reported an issue related to technical issue.
TKT00001382,CUST000621,,2025-08-14 11:10:29,2025-08-14 19:10:29,Refund Request,Critical,Resolved,Email,5.0,Customer reported an issue related to damaged product.
TKT00001383,CUST000329,ORD00010801,2024-06-23 09:50:23,2024-06-28 20:50:23,Missing Item,High,Closed,Chat,4.0,Customer reported an issue related to product information.
TKT00001384,CUST003957,ORD00008072,2026-06-08 19:35:48,2026-06-18 15:35:48,Order Cancellation,Low,Closed,Web Form,3.0,Customer reported an issue related to order cancellation.
TKT00001385,CUST000367,ORD00023461,2024-03-08 09:27:55,,Technical Issue,Critical,In Progress,Email,,Customer reported an issue related to account access.
TKT00001386,CUST004011,ORD00016132,2024-02-11 08:10:38,,Product Information,Critical,In Progress,Social Media,,Customer reported an issue related to wrong product.
TKT00001387,CUST001657,ORD00006154,2025-06-22 18:18:42,2025-07-02 04:18:42,Technical Issue,Critical,Resolved,Email,3.0,Customer reported an issue related to damaged product.
TKT00001388,CUST001724,ORD00028765,2026-01-20 14:44:51,2026-01-23 16:44:51,Account Access,Medium,Closed,Web Form,4.0,Customer reported an issue related to delivery delay.
TKT00001389,CUST004281,ORD00002794,2025-11-02 14:05:06,2025-11-03 22:05:06,Order Cancellation,Low,Resolved,Web Form,4.0,Customer reported an issue related to technical issue.
TKT00001390,CUST001248,ORD00018920,2023-02-22 13:54:06,,Missing Item,Critical,In Progress,Phone,,Customer reported an issue related to delivery delay.
TKT00001391,CUST003160,,2024-05-24 18:46:36,,Damaged Product,Medium,In Progress,Web Form,,Customer reported an issue related to damaged product.
TKT00001392,CUST004012,ORD00002735,2023-05-04 07:39:02,,Order Cancellation,Low,In Progress,Email,,Customer reported an issue related to order cancellation.
TKT00001393,CUST001214,,2024-01-14 05:54:41,,Damaged Product,Medium,In Progress,Social Media,,Customer reported an issue related to damaged product.
TKT00001394,CUST001217,ORD00026178,2025-12-26 04:30:14,2025-12-28 06:30:14,Account Access,Medium,Resolved,Social Media,4.0,Customer reported an issue related to technical issue.
TKT00001395,CUST003797,ORD00013951,2024-02-02 05:55:49,2024-02-05 10:55:49,Delivery Delay,Critical,Resolved,Phone,1.0,Customer reported an issue related to product information.
TKT00001396,CUST001135,ORD00011839,2024-05-16 06:35:25,,Refund Request,Low,In Progress,Email,,Customer reported an issue related to delivery delay.
TKT00001397,CUST004664,ORD00017008,2023-11-03 19:57:12,2023-11-03 20:57:12,Missing Item,High,Closed,Web Form,5.0,Customer reported an issue related to delivery delay.
TKT00001398,CUST004996,ORD00013721,2025-10-15 17:37:23,,Account Access,High,In Progress,Chat,,Customer reported an issue related to product information.
TKT00001399,CUST001941,ORD00013689,2023-07-08 03:39:12,2023-07-10 17:39:12,Payment Issue,Medium,Closed,Chat,5.0,Customer reported an issue related to refund request.
TKT00001400,CUST002985,,2026-01-08 07:12:11,,Account Access,Low,Open,Web Form,,Customer reported an issue related to account access.
TKT00001401,CUST003879,ORD00017088,2024-06-20 10:38:10,,Delivery Delay,High,Open,Web Form,,Customer reported an issue related to damaged product.
TKT00001402,CUST002349,ORD00022156,2023-07-17 20:28:12,2023-07-26 20:28:12,Wrong Product,Medium,Resolved,Web Form,1.0,Customer reported an issue related to missing item.
TKT00001403,CUST002452,ORD00011779,2023-11-18 12:56:07,2023-11-19 21:56:07,Wrong Product,Low,Closed,Chat,1.0,Customer reported an issue related to missing item.
TKT00001404,CUST000041,ORD00023338,2026-01-09 19:59:25,2026-01-11 12:59:25,Delivery Delay,High,Closed,Social Media,1.0,Customer reported an issue related to wrong product.
TKT00001405,CUST000202,ORD00012454,2025-01-12 08:51:00,,Payment Issue,Critical,In Progress,Chat,,Customer reported an issue related to payment issue.
TKT00001406,CUST000671,ORD00014896,2023-02-24 06:39:17,,Damaged Product,Critical,Open,Social Media,,Customer reported an issue related to refund request.
TKT00001407,CUST003959,ORD00000482,2025-10-05 18:08:55,,Refund Request,High,Open,Social Media,,Customer reported an issue related to account access.
TKT00001408,CUST003077,ORD00014192,2024-08-17 05:04:12,2024-08-19 23:04:12,Damaged Product,Low,Resolved,Social Media,4.0,Customer reported an issue related to damaged product.
TKT00001409,CUST004410,ORD00003787,2026-06-16 20:31:46,,Payment Issue,Medium,Open,Phone,,Customer reported an issue related to missing item.
TKT00001410,CUST000041,ORD00009616,2026-05-08 02:01:15,,Product Information,Low,In Progress,Social Media,,Customer reported an issue related to damaged product.
TKT00001411,CUST004947,ORD00023251,2026-03-04 05:57:45,,Account Access,Critical,In Progress,Social Media,,Customer reported an issue related to wrong product.
TKT00001412,CUST000669,ORD00010268,2024-04-08 05:33:12,2024-04-16 01:33:12,Technical Issue,High,Closed,Phone,5.0,Customer reported an issue related to delivery delay.
TKT00001413,CUST000134,,2026-02-06 00:39:56,2026-02-14 18:39:56,Wrong Product,Critical,Closed,Email,1.0,Customer reported an issue related to account access.
TKT00001414,CUST002678,ORD00001832,2024-05-30 10:44:23,2024-05-31 20:44:23,Missing Item,Low,Resolved,Phone,2.0,Customer reported an issue related to delivery delay.
TKT00001415,CUST002919,ORD00008478,2025-04-23 08:09:46,,Account Access,Medium,In Progress,Chat,,Customer reported an issue related to account access.
TKT00001416,CUST002658,ORD00000523,2023-06-27 13:30:46,,Technical Issue,Low,Open,Email,,Customer reported an issue related to technical issue.
TKT00001417,CUST001558,ORD00017288,2025-10-16 14:26:57,2025-10-23 04:26:57,Account Access,Critical,Resolved,Phone,5.0,Customer reported an issue related to wrong product.
TKT00001418,CUST001773,ORD00009590,2026-06-06 07:33:35,2026-06-13 21:33:35,Order Cancellation,Critical,Resolved,Social Media,1.0,Customer reported an issue related to account access.
TKT00001419,CUST002138,ORD00014527,2024-05-04 20:28:28,,Wrong Product,Medium,Open,Chat,,Customer reported an issue related to technical issue.
TKT00001420,CUST002049,ORD00014024,2026-04-25 09:57:46,,Payment Issue,Medium,In Progress,Chat,,Customer reported an issue related to wrong product.
TKT00001421,CUST001567,ORD00005427,2023-03-25 19:19:00,2023-04-02 05:19:00,Payment Issue,High,Closed,Web Form,1.0,Customer reported an issue related to missing item.
TKT00001422,CUST001664,ORD00018366,2023-01-07 04:04:07,,Technical Issue,High,Open,Phone,,Customer reported an issue related to missing item.
TKT00001423,CUST000796,ORD00006528,2025-01-22 09:38:19,,Missing Item,High,In Progress,Email,,Customer reported an issue related to product information.
TKT00001424,CUST003829,ORD00000584,2024-07-27 22:31:06,2024-08-04 14:31:06,Technical Issue,Low,Resolved,Email,2.0,Customer reported an issue related to payment issue.
TKT00001425,CUST004824,ORD00010897,2025-08-15 06:01:40,,Payment Issue,Medium,Open,Web Form,,Customer reported an issue related to damaged product.
TKT00001426,CUST002559,,2025-12-15 00:06:12,2025-12-21 08:06:12,Payment Issue,Critical,Closed,Web Form,1.0,Customer reported an issue related to product information.
TKT00001427,CUST003682,ORD00015129,2024-06-26 20:01:41,,Missing Item,Medium,In Progress,Chat,,Customer reported an issue related to missing item.
TKT00001428,CUST004162,ORD00009938,2023-11-01 20:14:25,,Missing Item,Medium,In Progress,Web Form,,Customer reported an issue related to order cancellation.
TKT00001429,CUST003255,ORD00001264,2025-12-16 15:17:52,,Account Access,Low,In Progress,Email,,Customer reported an issue related to delivery delay.
TKT00001430,CUST000206,ORD00026969,2025-12-16 15:22:53,,Missing Item,High,In Progress,Social Media,,Customer reported an issue related to wrong product.
TKT00001431,CUST004823,,2026-01-17 02:16:20,2026-01-26 05:16:20,Order Cancellation,Low,Resolved,Social Media,2.0,Customer reported an issue related to payment issue.
TKT00001432,CUST004188,ORD00000370,2023-05-28 19:06:03,2023-06-05 01:06:03,Account Access,Low,Closed,Chat,3.0,Customer reported an issue related to refund request.
TKT00001433,CUST002249,ORD00025111,2024-01-24 13:59:48,2024-01-31 16:59:48,Product Information,Critical,Resolved,Phone,4.0,Customer reported an issue related to missing item.
TKT00001434,CUST003557,ORD00004120,2023-08-02 17:12:36,,Missing Item,Low,Open,Phone,,Customer reported an issue related to refund request.
TKT00001435,CUST001212,ORD00022965,2023-03-06 01:50:59,2023-03-08 22:50:59,Payment Issue,Medium,Closed,Phone,3.0,Customer reported an issue related to product information.
TKT00001436,CUST001795,,2025-12-17 18:48:30,2025-12-27 17:48:30,Payment Issue,Critical,Closed,Social Media,4.0,Customer reported an issue related to product information.
TKT00001437,CUST003476,,2025-07-20 15:57:11,2025-07-24 13:57:11,Payment Issue,Low,Resolved,Web Form,3.0,Customer reported an issue related to order cancellation.
TKT00001438,CUST002925,,2024-01-04 02:45:06,2024-01-06 13:45:06,Payment Issue,High,Resolved,Email,5.0,Customer reported an issue related to product information.
TKT00001439,CUST002893,ORD00023061,2023-10-22 13:36:31,,Payment Issue,Low,Open,Chat,,Customer reported an issue related to refund request.
TKT00001440,CUST001351,ORD00012895,2025-06-24 02:21:35,,Technical Issue,Medium,Open,Email,,Customer reported an issue related to technical issue.
TKT00001441,CUST003566,ORD00018319,2025-07-19 18:13:54,2025-07-27 02:13:54,Order Cancellation,Low,Closed,Chat,5.0,Customer reported an issue related to wrong product.
TKT00001442,CUST003264,,2023-06-20 10:40:16,2023-06-28 09:40:16,Missing Item,Low,Closed,Social Media,4.0,Customer reported an issue related to payment issue.
TKT00001443,CUST000774,ORD00005764,2025-07-29 20:34:38,,Product Information,Medium,In Progress,Phone,,Customer reported an issue related to technical issue.
